[00:00.07] Hay
[12:33.11]  mac
[12:33.36] izo
[12:33.62]  de
[12:33.78]  bar
[12:34.03] ro
[12:34.20]  de
[12:34.37]  un
[12:34.54]  metro
[12:34.97]  y
[12:35.05]  medio
[12:35.48]  o
[12:35.56]  dos
[12:35.84]  metros
[12:36.33]  de
[12:36.47]  largo
[12:37.06] ,
[12:37.06]  ll
[12:37.25] eno
[12:37.54]  de
[12:37.73]  tierra
[12:38.31]  y
[12:38.41]  atra
[12:38.82] ves
[12:39.07] ado
[12:39.36]  por
[12:39.65]  un
[12:39.84]  ca
[12:40.03] ño
[12:40.32]  de
[12:40.51]  ch
[12:40.70] apa
[12:40.99]  gal
[12:41.31] van
[12:41.57] izada
[12:42.24]  de
[12:42.38]  cuatro
[12:42.82]  pul
[12:43.11] g
[12:43.20] adas
[12:43.58]  que
[12:43.87]  condu
[12:44.54] ce
[12:44.67]  el
[12:44.73]  hum
[12:45.02] o
[12:45.11]  en
[12:45.59]  zig
[12:45.71] zag
[12:45.88]  antes
[12:46.36]  de
[12:46.93]  mand
[12:46.97] arlo
[12:47.31]  af
[12:47.50] u
[12:47.59] era
[12:48.05]  por
[12:48.26]  una
[12:48.49]  chim
[12:48.82] ene
[12:49.06] a
[12:49.14]  cort
[12:49.45] a
[12:49.54] .
[12:49.82]  El
[12:50.09]  fuego
[12:50.51]  entra
[12:51.00]  por
[12:51.30]  la
[12:51.50]  boca
[12:52.09] ,
[12:52.17]  baja
[12:52.49]  por
[12:52.79]  el
[12:53.05]  tú
[12:53.29] nel
[12:53.82] ,
[12:53.85]  su
[12:54.00] be
[12:54.17]  por
[12:54.45]  la
[12:54.73]  tor
[12:54.92] re
[12:55.08]  quem
[12:55.45] ánd
[12:55.82] ose
[12:56.09]  a
[12:56.18]  mil
[12:56.45]  grad
[12:56.82] os
[12:57.26] ,
[12:57.28]  baja
[12:57.60]  de
[12:57.75]  nuevo
[12:58.18]  por
[12:58.41]  af
[12:58.57] u
[12:58.68] era
[12:58.93]  de
[12:59.06]  la
[12:59.22]  tor
[12:59.63] re
[12:59.86] ,
[12:59.91]  entra
[13:00.32]  al
[13:00.44]  ca
[13:00.61] ño
[13:00.85]  que
[13:01.10]  atrav
[13:01.52] ies
[13:01.79] a
[13:01.85]  el
[13:02.01]  banco
[13:02.43]  de
[13:02.59]  masa
[13:03.14] ,
[13:03.17]  lo
[13:03.36]  rec
[13:03.69] or
[13:03.96] re
[13:04.13]  todo
[13:04.79] ,
[13:04.83]  cal
[13:05.12] ient
[13:05.56] a
[13:05.67]  toda
[13:06.11]  la
[13:06.33]  masa
[13:06.77]  y
[13:07.17]  sale
[13:07.32]  ya
[13:07.54]  fr
[13:07.76] ío
[13:08.09]  por
[13:08.42]  la
[13:08.67]  chim
[13:09.08] ene
[13:09.52] a
[13:09.90] .
[13:09.90]  Cuando
[13:10.50]  vos
[13:10.74]  to
[13:10.93] cas
[13:11.21]  la
[13:11.40]  chim
[13:11.93] ene
[13:12.05] a
[13:12.14]  con
[13:12.42]  la
[13:12.60]  mano
[13:13.05] ,
[13:13.16]  debe
[13:13.58]  estar
[13:14.01]  t
[13:14.09] ib
[13:14.27] ia
[13:14.74] ,
[13:14.78]  no
[13:14.99]  cal
[13:15.36] iente
[13:16.38] .
[13:16.38]  Si
[13:16.58]  está
[13:17.09]  cal
[13:17.38] iente
[13:18.10] ,
[13:18.17]  perd
[13:18.50] iste
[13:18.90]  energía
[13:20.06] .
[13:20.06]  Una
[13:20.32]  rocket
[13:20.89]  bien
[13:21.24]  he
[13:21.37] cha
[13:21.63]  tiene
[13:22.07]  la
[13:22.24]  chim
[13:22.59] ene
[13:22.85] a
[13:22.93]  apenas
[13:23.45]  t
[13:23.71] ib
[13:23.76] ia
[13:23.88]  y
[13:23.96]  el
[13:24.13]  banco
[13:24.57]  de
[13:24.74]  bar
[13:25.00] ro
[13:25.20]  a
[13:25.25]  50
[13:25.78]  grad
[13:26.46] os
[13:26.46] ,
[13:26.49]  que
[13:26.73]  es
[13:26.91]  la
[13:27.09]  temperatura
[13:28.17]  ideal
[13:28.56]  para
[13:28.93]  sent
[13:29.27] arse
[13:29.72]  encima
[13:30.22]  como
[13:30.58]  hac
[13:30.85] ían
[13:31.18]  en
[13:31.39]  China
[13:31.85] ,
[13:32.03]  en
[13:32.21]  Core
[13:32.58] a
[13:32.94] ,
[13:32.97]  en
[13:33.24]  Ale
[13:33.69] mania
[13:34.49] ,
[13:34.60]  en
[13:34.77]  todos
[13:35.10]  los
[13:35.31]  lugares
[13:35.81]  fr
[13:35.95] í
[13:36.09] os
[13:36.23]  del
[13:36.44]  mundo
[13:36.86] ,
[13:36.86]  donde
[13:37.20]  invent
[13:37.61] aron
[13:37.88]  vari
[13:38.15] antes
[13:38.49]  de
[13:38.62]  esto
[13:38.89]  mismo
[13:39.22]  durante
[13:39.71]  los
[13:39.91]  últimos
[13:40.46]  2000
[13:41.28]  años
[13:41.63] .
[13:41.94]  La
[13:42.08]  constru
[13:42.58] cción
[13:43.00]  te
[13:43.14]  lleva
[13:43.49]  tres
[13:43.77]  días
[13:44.12]  si
[13:44.26]  trabaj
[13:44.67] as
[13:44.82]  solo
[13:45.30] ,
[13:45.34]  uno
[13:45.61]  si
[13:45.82]  trabaj
[13:46.45] as
[13:46.66]  con
[13:46.97]  un
[13:47.18]  hijo
[13:47.60]  o
[13:47.70]  un
[13:47.91]  vec
[13:48.22] ino
[13:48.90] .
[13:48.93]  Pr
[13:49.06] imer
[13:49.38]  día
[13:49.67] ,
[13:50.25]  levant
[13:50.36] ás
[13:50.64]  los
[13:50.84]  mold
[13:51.17] es
[13:51.33]  con
[13:51.59]  lad
[13:51.81] rill
[13:52.13] os
[13:52.29]  comun
[13:52.70] es
[13:52.86]  o
[13:52.95]  con
[13:53.18]  tab
[13:53.42] las
[13:53.66]  y
[13:53.93]  aplic
[13:54.18] ás
[13:54.39]  la
[13:54.56]  primera
[13:55.12]  cap
[13:55.38] a
[13:55.44]  de
[13:55.60]  mez
[13:55.85] cla
[13:56.08]  de
[13:56.24]  bar
[13:56.48] ro
[13:56.64]  alrededor
[13:57.38]  del
[13:57.60]  mold
[13:58.22] e
[13:58.24] ,
[13:58.43]  dá
[13:58.81] nd
[13:58.95] ole
[13:59.26]  forma
[13:59.78]  a
[14:00.08]  la
[14:00.09]  tor
[14:00.40] re
[14:00.61]  y
[14:00.71]  al
[14:01.44]  banco
[14:01.82] .
[14:01.82]  Seg
[14:02.10] undo
[14:02.46]  día
[14:03.02] ,
[14:03.20]  sac
[14:03.30] ás
[14:03.58]  los
[14:03.86]  mold
[14:04.22] es
[14:04.41]  y
[14:04.64]  aplic
[14:04.97] ás
[14:05.25]  la
[14:05.43]  segunda
[14:06.10]  cap
[14:06.36] a
[14:06.46]  por
[14:06.76]  dentro
[14:07.29]  y
[14:07.38]  por
[14:07.95]  fuera
[14:08.13] ,
[14:08.31]  al
[14:08.49] is
[14:08.67] ando
[14:09.04]  bien
[14:09.41]  todas
[14:09.87]  las
[14:10.34]  un
[14:10.34] iones
[14:11.22] .
[14:11.26]  Ter
[14:11.47] cer
[14:11.73]  día
[14:12.04] ,
[14:12.54]  enca
[14:12.62] j
[14:12.68] ás
[14:12.87]  los
[14:13.12]  ca
[14:13.28] ños
[14:13.61]  de
[14:13.77]  ch
[14:13.93] apa
[14:14.18]  por
[14:14.43]  donde
[14:14.85]  va
[14:15.00]  a
[14:15.08]  circular
[14:15.74]  el
[14:15.88]  hum
[14:16.23] o
[14:16.23] ,
[14:16.64]  los
[14:16.76]  cub
[14:16.89] r
[14:16.97] ís
[14:17.22]  completamente
[14:18.30]  con
[14:18.55]  más
[14:18.83]  mez
[14:19.50] cla
[14:19.54]  y
[14:19.65]  dej
[14:20.02] ás
[14:20.40]  sec
[14:21.06] ar
[14:21.06]  al
[14:21.35]  aire
[14:21.95]  durante
[14:22.76]  una
[14:23.39]  semana
[14:24.54] ,
[14:24.54]  sin
[14:24.76]  prend
[14:25.14] er
[14:25.35]  fuego
[14:25.63] ,
[14:26.04]  dej
[14:26.18] ando
[14:26.38]  que
[14:26.56]  la
[14:26.73]  hum
[14:26.93] ed
[14:27.11] ad
[14:27.29]  del
[14:27.45]  bar
[14:27.67] ro
[14:27.83]  ev
[14:27.97] apore
[14:28.36]  lent
[14:28.64] amente
[14:29.42] .
[14:29.42]  Si
[14:29.58]  la
[14:29.74]  prend
[14:30.13] es
[14:30.28]  antes
[14:30.82] ,
[14:30.98]  el
[14:31.00]  vapor
[14:31.37]  de
[14:31.53]  ad
[14:31.69] ent
[14:31.92] ro
[14:32.07]  de
[14:32.23]  la
[14:32.39]  masa
[14:32.73]  hace
[14:33.03]  pres
[14:33.35] ión
[14:33.69]  y
[14:33.74]  te
[14:33.90]  r
[14:33.98] aja
[14:34.21]  la
[14:34.37]  est
[14:34.60] uf
[14:34.83] a
[14:35.18] .
[14:35.18]  Esto
[14:35.82]  es
[14:35.95]  pac
[14:36.14] iencia
[14:36.88]  y
[14:36.90]  nada
[14:37.34]  más
[14:38.10] .
[14:38.14]  Una
[14:38.55]  semana
[14:39.45] ,
[14:39.74]  sin
[14:40.77]  tocar
[14:40.95] .
[14:41.42]  Al
[14:41.56]  oct
[14:41.70] avo
[14:41.87]  día
[14:42.14]  prend
[14:42.39] es
[14:42.55]  un
[14:42.61]  fuego
[14:43.01]  ch
[14:43.22] ico
[14:43.27] ,
[14:43.38]  con
[14:43.62]  apenas
[14:44.11]  tres
[14:44.44]  ram
[14:44.67] itas
[14:45.18] ,
[14:45.21]  durante
[14:45.90]  diez
[14:46.39]  minutos
[14:47.03]  y
[14:47.13]  la
[14:47.33]  ap
[14:47.60] ag
[14:47.73] ás
[14:48.38] .
[14:48.38]  Al
[14:48.54]  no
[14:48.70] ven
[14:48.94] o
[14:49.02]  día
[14:49.50] ,
[14:49.65]  otro
[14:49.82]  fuego
[14:50.22]  un
[14:50.41]  poco
[14:50.70]  más
[14:51.01]  grande
[14:51.82] .
[14:51.87]  Al
[14:51.98]  déc
[14:52.31] imo
[14:52.55]  día
[14:52.88]  ya
[14:53.05]  pod
[14:53.29] és
[14:53.53]  usar
[14:53.86]  la
[14:54.02]  normal
[14:54.82] .
[14:54.82]  E
[14:54.89] se
[14:55.03]  ritual
[14:55.47]  de
[14:55.61]  enc
[14:55.83] end
[14:56.05] idos
[14:56.34]  pro
[14:56.56] gres
[14:56.85] ivos
[14:57.14]  es
[14:57.33]  lo
[14:57.43]  que
[14:57.64]  term
[14:57.97] ina
[14:58.15]  de
[14:58.29]  cur
[14:58.51] ar
[14:58.65]  la
[14:58.78]  mez
[14:59.12] cla
[14:59.23]  y
[14:59.30]  la
[14:59.44]  deja
[14:59.73]  como
[15:00.02]  cer
[15:00.25] ám
[15:00.45] ica
[15:01.02] .
[15:01.02]  Después
[15:01.63]  de
[15:01.77]  eso
[15:02.01] ,
[15:02.31]  la
[15:02.31]  pod
[15:02.54] és
[15:02.77]  usar
[15:03.17]  tres
[15:03.37]  veces
[15:03.75]  por
[15:03.98]  día
[15:04.31]  durante
[15:04.82]  40
[15:05.28]  años
[15:05.90] ,
[15:05.95]  como
[15:06.21]  la
[15:06.37]  de
[15:06.55]  mi
[15:06.69]  vie
[15:06.88] jo
[15:07.34] .
[15:07.36]  El
[15:07.61]  cost
[15:08.15] o
[15:08.27]  total
[15:09.00] ,
[15:09.16]  tierra
[15:09.88] ,
[15:10.01]  grat
[15:10.24] is
[15:10.42]  si
[15:10.60]  la
[15:10.78]  sac
[15:11.04] ás
[15:11.34]  del
[15:11.58]  ter
[15:11.84] reno
[15:12.42] ,
[15:12.44]  arena
[15:13.46] ,
[15:13.46]  alrededor
[15:14.19]  del
[15:14.39]  cost
[15:14.70] o
[15:14.77]  de
[15:14.92]  una
[15:15.15]  pizza
[15:15.53]  por
[15:15.76]  las
[15:16.04]  dos
[15:16.22]  bol
[15:16.46] s
[15:16.52] as
[15:16.67]  que
[15:16.90]  te
[15:17.05]  hacen
[15:17.81]  falta
[15:18.06] ,
[15:18.06]  p
[15:18.18] aja
[15:18.44] ,
[15:18.78]  la
[15:19.18]  mitad
[15:19.62]  de
[15:19.86]  eso
[15:20.22]  por
[15:20.58]  el
[15:20.82]  f
[15:20.94] ardo
[15:21.70] ,
[15:21.74]  ca
[15:21.85] ños
[15:22.14]  de
[15:22.30]  ch
[15:22.50] apa
[15:22.68]  gal
[15:22.91] van
[15:23.14] izada
[15:23.54]  de
[15:23.67]  4
[15:23.90]  pul
[15:24.13] g
[15:24.20] adas
[15:24.70] ,
[15:24.70]  lo
[15:24.89]  más
[15:25.26]  car
[15:25.65] o
[15:25.85] ,
[15:25.86]  depend
[15:26.37] iendo
[15:26.79]  del
[15:27.04]  largo
[15:27.45]  del
[15:28.18]  banco
[15:28.18] .
[15:28.18]  Te
[15:28.35]  va
[15:28.52]  alrededor
[15:29.39]  del
[15:29.56]  precio
[15:30.08]  de
[15:30.32]  una
[15:30.51]  carga
[15:30.94]  grande
[15:31.46]  de
[15:31.63]  gar
[15:31.88] raf
[15:32.15] a
[15:32.40] ,
[15:32.45]  lad
[15:32.66] rill
[15:33.00] os
[15:33.17]  comun
[15:33.61] es
[15:33.77]  para
[15:34.11]  el
[15:34.27]  mold
[15:34.82] e
[15:34.82] ,
[15:34.84]  prest
[15:35.21] ados
[15:35.52]  si
[15:35.68]  ten
[15:35.92] és
[15:36.15]  un
[15:36.31]  vec
[15:36.55] ino
[15:36.78]  con
[15:37.02]  obra
[15:37.34] ,
[15:37.49]  o
[15:37.57]  sac
[15:37.81] ados
[15:38.12]  del
[15:38.40]  fondo
[15:38.75]  de
[15:38.91]  tu
[15:39.12]  propio
[15:39.54]  gal
[15:39.85] p
[15:40.08] ón
[15:40.42] .
[15:40.42]  Total
[15:40.80] ,
[15:41.18]  red
[15:41.23] onde
[15:41.49] ando
[15:41.80]  para
[15:42.11]  arriba
[15:42.57] ,
[15:42.66]  te
[15:43.09]  queda
[15:43.29]  en
[15:43.40]  menos
[15:43.78]  de
[15:43.93]  lo
[15:44.08]  que
[15:44.31]  pag
[15:44.54] ás
[15:45.02] ,
[15:45.02]  por
[15:45.26]  dos
[15:45.50]  meses
[15:46.09] ,
[15:46.10]  de
[15:46.33]  gas
[15:46.68]  natural
[15:47.49]  en
[15:47.72]  inv
[15:48.07] ierno
[15:49.02] .
[15:49.02]  La
[15:49.20]  est
[15:49.48] uf
[15:49.66] a
[15:49.82]  te
[15:49.93]  dura
[15:50.30]  por
[15:50.58]  lo
[15:50.76]  menos
[15:51.22]  40
[15:52.16]  años
[15:52.23] ,
[15:52.41]  probable
[15:53.29] mente
[15:53.61]  más
[15:54.34] .
[15:54.34]  Hag
[15:54.57] amos
[15:54.88]  la
[15:55.08]  cuenta
[15:55.50]  tranqu
[15:55.97] ilos
[15:56.43] ,
[15:56.69]  40
[15:56.90]  años
[15:57.29]  por
[15:57.54]  seis
[15:57.83]  meses
[15:58.22]  de
[15:58.41]  inv
[15:58.60] ierno
[15:58.99]  son
[15:59.22]  200
[16:00.08] ,
[16:00.13]  40
[16:00.55]  meses
[16:00.97]  de
[16:01.09]  c
[16:01.17] ale
[16:01.40] f
[16:01.47] acción
[16:02.45] .
[16:02.46]  D
[16:02.59] ivid
[16:03.12] ís
[16:03.79]  el
[16:03.85]  cost
[16:04.33] o
[16:04.93]  total
[16:05.13]  por
[16:05.53]  240
[16:06.78] ,
[16:06.92]  y
[16:06.94]  te
[16:07.06]  queda
[16:07.33]  un
[16:07.44]  cost
[16:07.71] o
[16:07.71]  mens
[16:07.93] ual
[16:08.10]  de
[16:08.21]  c
[16:08.26] ale
[16:08.43] f
[16:08.53] acción
[16:08.94]  de
[16:09.08]  aproximadamente
[16:10.23]  el
[16:10.46]  precio
[16:10.94]  de
[16:11.21]  una
[16:11.42]  t
[16:11.51] aza
[16:11.79]  de
[16:12.50]  café
[16:12.53] ,
[16:12.77]  para
[16:13.29]  siempre
[16:14.30] .
[16:14.30]  Sin
[16:14.58]  fact
[16:14.96] ura
[16:15.24] ,
[16:15.43]  sin
[16:15.84]  gar
[16:15.99] raf
[16:16.28] a
[16:16.36]  que
[16:16.64]  pes
[16:16.92] a
[16:17.01]  20
[16:17.61]  kilos
[16:18.05]  y
[16:18.14]  hay
[16:18.50]  que
[16:18.70]  car
[16:18.98] gar
[16:19.26]  desde
[16:19.73]  el
[16:19.92]  cam
[16:20.14] ión
[16:20.96] .
[16:20.98]  Sin
[16:21.26]  cort
[16:21.64] e
[16:21.72]  de
[16:21.92]  servicio
[16:22.85] ,
[16:22.93]  sin
[16:23.13]  aumento
[16:23.81]  de
[16:23.98]  tar
[16:24.26] ifa
[16:24.78] ,
[16:24.78]  sin
[16:25.00]  nada
[16:25.29]  que
[16:25.51]  depend
[16:25.95] a
[16:26.02]  de
[16:26.16]  nadie
[16:26.53]  más
[16:26.82]  que
[16:27.04]  vos
[16:27.30]  y
[16:27.37]  de
[16:27.50]  cinco
[16:27.84]  ram
[16:28.04] itas
[16:28.34]  que
[16:28.52]  jun
[16:28.71] ta
[16:28.84]  el
[16:28.97]  ch
[16:29.10] ico
[16:29.30]  en
[16:29.43]  el
[16:29.56]  patio
[16:30.21] .
[16:30.22]  Ac
[16:30.42] á
[16:30.50]  viene
[16:30.87]  la
[16:31.01]  parte
[16:31.38]  que
[16:31.60]  va
[16:31.74]  más
[16:32.03]  allá
[16:32.40]  del
[16:32.62]  bol
[16:32.81] s
[16:32.89] illo
[16:33.42] ,
[16:33.46]  y
[16:33.49]  la
[16:33.68]  quiero
[16:34.06]  decir
[16:34.42]  porque
[16:34.85]  me
[16:34.99]  parece
[16:35.42]  que
[16:35.63]  importa
[16:36.37] .
[16:36.42]  Las
[16:36.70]  cas
[16:36.92] as
[16:37.08]  en
[16:37.26]  este
[16:37.57]  país
[16:37.98]  se
[16:38.14]  dise
[16:38.47] ñ
[16:38.63] an
[16:38.79]  hace
[16:39.12]  50
[16:39.62]  años
[16:40.19] ,
[16:40.24]  sup
[16:40.46] on
[16:40.60] iendo
[16:41.01]  que
[16:41.26]  siempre
[16:41.84]  va
[16:42.01]  a
[16:42.08]  haber
[16:42.49]  gas
[16:42.78]  bar
[16:42.98] ato
[16:43.60] .
[16:43.62]  P
[16:43.70] ared
[16:44.04] es
[16:44.21]  fin
[16:44.46] as
[16:44.80] ,
[16:44.84]  vent
[16:45.14] anas
[16:45.48]  ch
[16:45.65] icas
[16:46.16] ,
[16:46.20]  sin
[16:46.41]  orient
[16:46.92] ación
[16:47.43]  al
[16:47.60]  sol
[16:48.00] ,
[16:48.02]  sin
[16:48.27]  masa
[16:48.61]  tér
[16:48.95] m
[16:49.03] ica
[16:49.53] ,
[16:49.54]  sin
[16:49.90]  a
[16:50.02] isl
[16:50.37] ación
[16:51.08]  seria
[16:52.06] .
[16:52.06]  Tod
[16:52.32] a
[16:52.45]  la
[16:52.57]  cultura
[16:53.19]  de
[16:53.35]  la
[16:53.52]  constru
[16:54.14] cción
[16:54.64]  argent
[16:55.26] ina
[16:55.43]  moder
[16:55.88] na
[16:56.03]  depende
[16:56.64]  de
[16:56.81]  que
[16:57.07]  la
[16:57.24]  red
[16:57.50]  de
[16:57.67]  gas
[16:58.03]  fun
[16:58.19] c
[16:58.30] ione
[16:58.61]  y
[16:58.69]  de
[16:58.86]  que
[16:59.12]  el
[16:59.29]  gas
[16:59.55]  sea
[16:59.81]  ap
[16:59.98] ag
[17:00.49] able
[17:00.86] .
[17:00.90]  Cuando
[17:01.41]  una
[17:01.66]  de
[17:01.83]  esas
[17:02.22]  dos
[17:02.42]  cosas
[17:02.84]  fall
[17:03.26] a
[17:03.37] ,
[17:03.43]  y
[17:03.51]  las
[17:03.78]  dos
[17:04.01]  están
[17:04.52]  fall
[17:04.86] ando
[17:05.18]  ahora
[17:05.70] ,
[17:05.87]  la
[17:06.04]  gente
[17:06.47]  se
[17:06.64]  queda
[17:07.07]  con
[17:07.33]  cas
[17:07.76] as
[17:07.78] ,
[17:07.93]  que
[17:08.17]  son
[17:08.41]  básicamente
[17:09.36]  car
[17:09.60] pas
[17:09.83]  con
[17:10.07]  p
[17:10.17] ared
[17:10.46] es
[17:10.61]  de
[17:10.79]  lad
[17:11.00] r
[17:11.39] illo
[17:11.58] ,
[17:11.62]  impos
[17:12.04] ibles
[17:12.45]  de
[17:12.61]  cal
[17:12.86] entar
[17:13.27]  de
[17:13.43]  manera
[17:13.93]  e
[17:14.01] ficiente
[17:14.95] .
[17:14.98]  La
[17:15.16]  sal
[17:15.43] ida
[17:15.70]  que
[17:15.97]  of
[17:16.15] rece
[17:16.51]  el
[17:16.69]  sistema
[17:17.32]  es
[17:17.50]  comprar
[17:18.35]  más
[17:18.49] .
[17:18.75]  Gar
[17:19.00] raf
[17:19.39] a
[17:19.53] ,
[17:19.57]  cal
[17:19.84] o
[17:19.94] vent
[17:20.29] ores
[17:20.65]  el
[17:20.83] é
[17:21.19] ct
[17:21.46] ric
[17:21.50] os
[17:21.64] ,
[17:21.82]  est
[17:22.10] uf
[17:22.27] as
[17:22.49]  catal
[17:22.90] ít
[17:23.62] icas
[17:23.62] .
[17:23.66]  Todos
[17:24.04]  productos
[17:24.74]  que
[17:24.99]  depend
[17:25.39] en
[17:25.53]  de
[17:25.68]  seguir
[17:26.27]  pag
[17:26.36] ando
[17:26.66]  todos
[17:27.04]  los
[17:27.26]  meses
[17:27.64]  para
[17:27.94]  seguir
[17:28.39]  ten
[17:28.61] iendo
[17:28.99]  calor
[17:29.66] .
[17:29.70]  La
[17:29.83]  sal
[17:30.03] ida
[17:30.28]  que
[17:30.43]  of
[17:30.56] rec
[17:30.76] ían
[17:31.03]  los
[17:31.25]  que
[17:31.45]  constru
[17:31.91] ían
[17:32.17]  cas
[17:32.45] as
[17:32.51]  antes
[17:32.90]  de
[17:32.98]  que
[17:33.18]  hub
[17:33.38] iera
[17:33.65]  red
[17:33.85]  de
[17:33.98]  gas
[17:34.47] ,
[17:34.50]  en
[17:34.67]  los
[17:34.92]  años
[17:35.34]  20
[17:35.83]  y
[17:35.92]  30
[17:36.57] ,
[17:36.62]  era
[17:36.92]  dist
[17:37.32] inta
[17:37.98] .
[17:38.02]  Se
[17:38.18]  dise
[17:38.51] ñ
[17:38.67] aban
[17:39.00]  la
[17:39.16]  casa
[17:39.49]  para
[17:39.82]  re
[17:39.98] ten
[17:40.39] er
[17:40.55]  el
[17:40.61]  calor
[17:40.96]  y
[17:41.04]  dentro
[17:41.59]  de
[17:41.70]  la
[17:41.86]  casa
[17:42.44]  pon
[17:42.59] ían
[17:42.77]  una
[17:43.02]  masa
[17:43.35]  tér
[17:43.68] m
[17:43.76] ica
[17:44.01]  grande
[17:44.62]  que
[17:44.78]  se
[17:44.84]  cal
[17:44.97] ent
[17:45.10] aba
[17:45.26]  con
[17:45.59]  un
[17:45.81]  fuego
[17:46.43]  ch
[17:46.58] ico
[17:46.91]  y
[17:47.02]  e
[17:47.13] ficiente
[17:48.02]  y
[17:48.10]  que
[17:48.36]  dev
[17:48.58] ol
[17:48.73] v
[17:48.80] ía
[17:49.03]  ese
[17:49.27]  calor
[17:49.66]  lent
[17:49.98] amente
[17:50.45]  durante
[17:51.00]  el
[17:51.16]  día
[17:51.48]  y
[17:51.56]  la
[17:51.72]  noche
[17:52.42] .
[17:52.42]  La
[17:52.58]  Rocket
[17:53.07]  es
[17:53.39]  la
[17:53.60]  versión
[17:54.05]  moder
[17:54.46] na
[17:54.62]  de
[17:54.78]  esa
[17:55.02]  idea
[17:55.35] ,
[17:55.51]  optim
[17:56.33] izada
[17:56.37]  con
[17:56.63]  lo
[17:56.73]  que
[17:56.97]  aprend
[17:57.72] imos
[17:57.79]  de
[17:57.97]  combust
[17:58.53] ión
[17:58.86]  en
[17:59.02]  los
[17:59.26]  últimos
[17:59.92]  100
[18:00.65]  años
[18:01.46] .
[18:01.46]  No
[18:01.62]  es
[18:01.78]  altern
[18:02.26] ativa
[18:02.66]  hipp
[18:02.98] ie
[18:03.11] ,
[18:03.46]  no
[18:03.62]  es
[18:03.64]  decor
[18:04.02] ación
[18:04.50]  r
[18:04.58] ú
[18:04.74] st
[18:04.90] ica
[18:05.14] ,
[18:05.29]  es
[18:05.62]  la
[18:05.77]  respuesta
[18:06.34]  de
[18:06.50]  ingen
[18:06.90] ier
[18:07.14] ía
[18:07.38]  más
[18:07.70]  e
[18:07.78] ficiente
[18:08.45]  que
[18:08.66]  existe
[18:09.14]  a
[18:09.24]  la
[18:09.38]  pregunta
[18:10.19]  de
[18:10.24]  cómo
[18:10.61]  cal
[18:10.83] entar
[18:11.20]  un
[18:11.34]  espacio
[18:11.86]  cer
[18:12.08] rado
[18:12.37]  con
[18:12.59]  bi
[18:12.73] omas
[18:13.00] a
[18:13.35] .
[18:13.38]  La
[18:13.54]  gente
[18:13.96]  que
[18:14.18]  constru
[18:14.74] y
[18:14.82] ó
[18:14.98]  este
[18:15.30]  país
[18:15.70]  con
[18:15.94]  las
[18:16.18]  manos
[18:16.58]  sab
[18:16.82] ía
[18:17.06]  estas
[18:17.46]  cosas
[18:18.13] .
[18:18.14]  Mi
[18:18.30]  ab
[18:18.46] uel
[18:18.70] o
[18:18.77] ,
[18:18.94]  en
[18:19.26]  la
[18:19.37]  ch
[18:19.42] ac
[18:19.58] ra
[18:19.74]  de
[18:19.90]  Jun
[18:20.14] ín
[18:20.38] ,
[18:20.54]  cal
[18:21.02] ent
[18:21.24] aba
[18:21.26]  la
[18:21.42]  casa
[18:21.75]  ent
[18:22.02] era
[18:22.23]  con
[18:22.47]  una
[18:22.71]  coc
[18:22.95] ina
[18:23.19]  económ
[18:23.77] ica
[18:24.01]  de
[18:24.17]  hier
[18:24.50] ro
[18:24.68]  fund
[18:24.98] ido
[18:25.62] ,
[18:25.62]  que
[18:25.88]  era
[18:26.14]  un
[18:26.32]  primo
[18:26.74]  cerc
[18:27.10] ano
[18:27.36]  de
[18:27.52]  esto
[18:28.16] .
[18:28.18]  Mi
[18:28.43]  t
[18:28.44] ío
[18:28.68] ,
[18:28.84]  en
[18:29.01]  Bar
[18:29.26] ilo
[18:29.48] che
[18:29.92] ,
[18:30.00]  con
[18:30.17]  un
[18:30.34]  quem
[18:30.67] ador
[18:31.00]  de
[18:31.17]  as
[18:31.34] er
[18:31.50] r
[18:31.62] ín
[18:31.83]  que
[18:32.08]  dise
[18:32.41] ñ
[18:32.57] ó
[18:32.76]  el
[18:32.90]  mismo
[18:33.32]  en
[18:33.54]  los
[18:33.73]  años
[18:34.66]  70
[18:35.06] .
[18:35.06]  La
[18:35.21]  gener
[18:35.59] ación
[18:36.05]  de
[18:36.20]  mi
[18:36.35]  vie
[18:36.60] jo
[18:36.73]  todavía
[18:37.34]  sab
[18:37.59] ía
[18:37.80]  improvis
[18:38.41] ar
[18:38.56]  sol
[18:38.79] uciones
[18:39.53] ,
[18:39.54]  leer
[18:39.84]  un
[18:39.99]  libro
[18:40.36]  ale
[18:40.58] m
[18:40.65] án
[18:40.87]  trad
[18:41.17] uc
[18:41.31] ido
[18:41.54]  con
[18:41.76]  dic
[18:41.97] cion
[18:42.58] ario
[18:42.78] ,
[18:42.78]  mez
[18:43.05] c
[18:43.12] lar
[18:43.38]  bar
[18:43.66] ro
[18:43.81]  con
[18:44.07]  los
[18:44.33]  pies
[18:44.77]  y
[18:44.85]  arm
[18:45.03] ar
[18:45.20]  algo
[18:45.55]  que
[18:45.82]  funcion
[18:46.43] ara
[18:46.69]  40
[18:47.22]  años
[18:48.06] .
[18:48.08]  La
[18:48.27]  gener
[18:48.79] ación
[18:49.76]  nuestra
[18:50.14]  olvid
[18:50.66] ó
[18:50.86]  casi
[18:51.28]  todo
